20197	[66:0.01851482,1:0.01501674,76:0.01369247,69:0.01366748,5:0.01279296,0:0.01274299,75:0.01259307,2:0.01251812,74:0.01144371,3:0.01136875]
20198	[66:0.01851482,1:0.01501674,76:0.01369247,69:0.01366748,5:0.01279296,0:0.01274299,75:0.01259307,2:0.01251812,74:0.01144371,3:0.01136875]
20199	[66:0.01851482,1:0.01501674,76:0.01369247,69:0.01366748,5:0.01279296,0:0.01274299,75:0.01259307,2:0.01251812,74:0.01144371,3:0.01136875]
20200	[66:0.01851482,1:0.01501674,76:0.01369247,69:0.01366748,5:0.01279296,0:0.01274299,75:0.01259307,2:0.01251812,74:0.01144371,3:0.01136875]
20201	[66:0.01851482,1:0.01501674,76:0.01369247,69:0.01366748,5:0.01279296,0:0.01274299,75:0.01259307,2:0.01251812,74:0.01144371,3:0.01136875]
20202	[66:0.01851482,1:0.01501674,76:0.01369247,69:0.01366748,5:0.01279296,0:0.01274299,75:0.01259307,2:0.01251812,74:0.01144371,3:0.01136875]
20203	[66:0.01851482,1:0.01501674,76:0.01369247,69:0.01366748,5:0.01279296,0:0.01274299,75:0.01259307,2:0.01251812,74:0.01144371,3:0.01136875]
20204	[66:0.01851482,1:0.01501674,76:0.01369247,69:0.01366748,5:0.01279296,0:0.01274299,75:0.01259307,2:0.01251812,74:0.01144371,3:0.01136875]
20205	[66:0.01851482,1:0.01501674,76:0.01369247,69:0.01366748,5:0.01279296,0:0.01274299,75:0.01259307,2:0.01251812,74:0.01144371,3:0.01136875]
20206	[66:0.01851482,1:0.01501674,76:0.01369247,69:0.01366748,5:0.01279296,0:0.01274299,75:0.01259307,2:0.01251812,74:0.01144371,3:0.01136875]
20207	[66:0.01851482,1:0.01501674,76:0.01369247,69:0.01366748,5:0.01279296,0:0.01274299,75:0.01259307,2:0.01251812,74:0.01144371,3:0.01136875]
20208	[66:0.01851482,1:0.01501674,76:0.01369247,69:0.01366748,5:0.01279296,0:0.01274299,75:0.01259307,2:0.01251812,74:0.01144371,3:0.01136875]
20209	[66:0.01851482,1:0.01501674,76:0.01369247,69:0.01366748,5:0.01279296,0:0.01274299,75:0.01259307,2:0.01251812,74:0.01144371,3:0.01136875]
20210	[66:0.01851482,1:0.01501674,76:0.01369247,69:0.01366748,5:0.01279296,0:0.01274299,75:0.01259307,2:0.01251812,74:0.01144371,3:0.01136875]
20211	[66:0.01851482,1:0.01501674,76:0.01369247,69:0.01366748,5:0.01279296,0:0.01274299,75:0.01259307,2:0.01251812,74:0.01144371,3:0.01136875]
20212	[66:0.01851482,1:0.01501674,76:0.01369247,69:0.01366748,5:0.01279296,0:0.01274299,75:0.01259307,2:0.01251812,74:0.01144371,3:0.01136875]
20213	[66:0.01851482,1:0.01501674,76:0.01369247,69:0.01366748,5:0.01279296,0:0.01274299,75:0.01259307,2:0.01251812,74:0.01144371,3:0.01136875]
20214	[66:0.01851482,1:0.01501674,76:0.01369247,69:0.01366748,5:0.01279296,0:0.01274299,75:0.01259307,2:0.01251812,74:0.01144371,3:0.01136875]
20215	[66:0.01851482,1:0.01501674,76:0.01369247,69:0.01366748,5:0.01279296,0:0.01274299,75:0.01259307,2:0.01251812,74:0.01144371,3:0.01136875]
20216	[66:0.01851482,1:0.01501674,76:0.01369247,69:0.01366748,5:0.01279296,0:0.01274299,75:0.01259307,2:0.01251812,74:0.01144371,3:0.01136875]
20217	[66:0.01851482,1:0.01501674,76:0.01369247,69:0.01366748,5:0.01279296,0:0.01274299,75:0.01259307,2:0.01251812,74:0.01144371,3:0.01136875]
20218	[66:0.01851482,1:0.01501674,76:0.01369247,69:0.01366748,5:0.01279296,0:0.01274299,75:0.01259307,2:0.01251812,74:0.01144371,3:0.01136875]
20219	[66:0.01851482,1:0.01501674,76:0.01369247,69:0.01366748,5:0.01279296,0:0.01274299,75:0.01259307,2:0.01251812,74:0.01144371,3:0.01136875]
20220	[66:0.01851482,1:0.01501674,76:0.01369247,69:0.01366748,5:0.01279296,0:0.01274299,75:0.01259307,2:0.01251812,74:0.01144371,3:0.01136875]
20221	[66:0.01851482,1:0.01501674,76:0.01369247,69:0.01366748,5:0.01279296,0:0.01274299,75:0.01259307,2:0.01251812,74:0.01144371,3:0.01136875]
20222	[66:0.01851482,1:0.01501674,76:0.01369247,69:0.01366748,5:0.01279296,0:0.01274299,75:0.01259307,2:0.01251812,74:0.01144371,3:0.01136875]
20223	[66:0.01851482,1:0.01501674,76:0.01369247,69:0.01366748,5:0.01279296,0:0.01274299,75:0.01259307,2:0.01251812,74:0.01144371,3:0.01136875]
20224	[66:0.01851482,1:0.01501674,76:0.01369247,69:0.01366748,5:0.01279296,0:0.01274299,75:0.01259307,2:0.01251812,74:0.01144371,3:0.01136875]
20225	[66:0.01851482,1:0.01501674,76:0.01369247,69:0.01366748,5:0.01279296,0:0.01274299,75:0.01259307,2:0.01251812,74:0.01144371,3:0.01136875]
20226	[66:0.01851482,1:0.01501674,76:0.01369247,69:0.01366748,5:0.01279296,0:0.01274299,75:0.01259307,2:0.01251812,74:0.01144371,3:0.01136875]
20227	[66:0.01851482,1:0.01501674,76:0.01369247,69:0.01366748,5:0.01279296,0:0.01274299,75:0.01259307,2:0.01251812,74:0.01144371,3:0.01136875]
20228	[66:0.01851482,1:0.01501674,76:0.01369247,69:0.01366748,5:0.01279296,0:0.01274299,75:0.01259307,2:0.01251812,74:0.01144371,3:0.01136875]
20229	[66:0.01851482,1:0.01501674,76:0.01369247,69:0.01366748,5:0.01279296,0:0.01274299,75:0.01259307,2:0.01251812,74:0.01144371,3:0.01136875]
20230	[66:0.01851482,1:0.01501674,76:0.01369247,69:0.01366748,5:0.01279296,0:0.01274299,75:0.01259307,2:0.01251812,74:0.01144371,3:0.01136875]
20231	[66:0.01851482,1:0.01501674,76:0.01369247,69:0.01366748,5:0.01279296,0:0.01274299,75:0.01259307,2:0.01251812,74:0.01144371,3:0.01136875]
20232	[66:0.01851482,1:0.01501674,76:0.01369247,69:0.01366748,5:0.01279296,0:0.01274299,75:0.01259307,2:0.01251812,74:0.01144371,3:0.01136875]
20233	[66:0.01851482,1:0.01501674,76:0.01369247,69:0.01366748,5:0.01279296,0:0.01274299,75:0.01259307,2:0.01251812,74:0.01144371,3:0.01136875]
20234	[66:0.01851482,1:0.01501674,76:0.01369247,69:0.01366748,5:0.01279296,0:0.01274299,75:0.01259307,2:0.01251812,74:0.01144371,3:0.01136875]
20235	[66:0.01851482,1:0.01501674,76:0.01369247,69:0.01366748,5:0.01279296,0:0.01274299,75:0.01259307,2:0.01251812,74:0.01144371,3:0.01136875]
20236	[66:0.01851482,1:0.01501674,76:0.01369247,69:0.01366748,5:0.01279296,0:0.01274299,75:0.01259307,2:0.01251812,74:0.01144371,3:0.01136875]
20237	[66:0.01851482,1:0.01501674,76:0.01369247,69:0.01366748,5:0.01279296,0:0.01274299,75:0.01259307,2:0.01251812,74:0.01144371,3:0.01136875]
20238	[66:0.01851482,1:0.01501674,76:0.01369247,69:0.01366748,5:0.01279296,0:0.01274299,75:0.01259307,2:0.01251812,74:0.01144371,3:0.01136875]
20239	[66:0.01851482,1:0.01501674,76:0.01369247,69:0.01366748,5:0.01279296,0:0.01274299,75:0.01259307,2:0.01251812,74:0.01144371,3:0.01136875]
20240	[66:0.01851482,1:0.01501674,76:0.01369247,69:0.01366748,5:0.01279296,0:0.01274299,75:0.01259307,2:0.01251812,74:0.01144371,3:0.01136875]
20241	[66:0.01851482,1:0.01501674,76:0.01369247,69:0.01366748,5:0.01279296,0:0.01274299,75:0.01259307,2:0.01251812,74:0.01144371,3:0.01136875]
20242	[66:0.01851482,1:0.01501674,76:0.01369247,69:0.01366748,5:0.01279296,0:0.01274299,75:0.01259307,2:0.01251812,74:0.01144371,3:0.01136875]
20243	[66:0.01851482,1:0.01501674,76:0.01369247,69:0.01366748,5:0.01279296,0:0.01274299,75:0.01259307,2:0.01251812,74:0.01144371,3:0.01136875]
20244	[66:0.01851482,1:0.01501674,76:0.01369247,69:0.01366748,5:0.01279296,0:0.01274299,75:0.01259307,2:0.01251812,74:0.01144371,3:0.01136875]
20245	[66:0.01851482,1:0.01501674,76:0.01369247,69:0.01366748,5:0.01279296,0:0.01274299,75:0.01259307,2:0.01251812,74:0.01144371,3:0.01136875]
20246	[66:0.01851482,1:0.01501674,76:0.01369247,69:0.01366748,5:0.01279296,0:0.01274299,75:0.01259307,2:0.01251812,74:0.01144371,3:0.01136875]
20247	[66:0.01851482,1:0.01501674,76:0.01369247,69:0.01366748,5:0.01279296,0:0.01274299,75:0.01259307,2:0.01251812,74:0.01144371,3:0.01136875]
20248	[66:0.01851482,1:0.01501674,76:0.01369247,69:0.01366748,5:0.01279296,0:0.01274299,75:0.01259307,2:0.01251812,74:0.01144371,3:0.01136875]
20249	[66:0.01851482,1:0.01501674,76:0.01369247,69:0.01366748,5:0.01279296,0:0.01274299,75:0.01259307,2:0.01251812,74:0.01144371,3:0.01136875]
20250	[66:0.01851482,1:0.01501674,76:0.01369247,69:0.01366748,5:0.01279296,0:0.01274299,75:0.01259307,2:0.01251812,74:0.01144371,3:0.01136875]
20251	[66:0.01851482,1:0.01501674,76:0.01369247,69:0.01366748,5:0.01279296,0:0.01274299,75:0.01259307,2:0.01251812,74:0.01144371,3:0.01136875]
20252	[66:0.01851482,1:0.01501674,76:0.01369247,69:0.01366748,5:0.01279296,0:0.01274299,75:0.01259307,2:0.01251812,74:0.01144371,3:0.01136875]
20253	[66:0.01851482,1:0.01501674,76:0.01369247,69:0.01366748,5:0.01279296,0:0.01274299,75:0.01259307,2:0.01251812,74:0.01144371,3:0.01136875]
20254	[66:0.01851482,1:0.01501674,76:0.01369247,69:0.01366748,5:0.01279296,0:0.01274299,75:0.01259307,2:0.01251812,74:0.01144371,3:0.01136875]
20255	[66:0.01851482,1:0.01501674,76:0.01369247,69:0.01366748,5:0.01279296,0:0.01274299,75:0.01259307,2:0.01251812,74:0.01144371,3:0.01136875]
20256	[66:0.01851482,1:0.01501674,76:0.01369247,69:0.01366748,5:0.01279296,0:0.01274299,75:0.01259307,2:0.01251812,74:0.01144371,3:0.01136875]
20257	[66:0.01851482,1:0.01501674,76:0.01369247,69:0.01366748,5:0.01279296,0:0.01274299,75:0.01259307,2:0.01251812,74:0.01144371,3:0.01136875]
20258	[66:0.01851482,1:0.01501674,76:0.01369247,69:0.01366748,5:0.01279296,0:0.01274299,75:0.01259307,2:0.01251812,74:0.01144371,3:0.01136875]
20259	[66:0.01851482,1:0.01501674,76:0.01369247,69:0.01366748,5:0.01279296,0:0.01274299,75:0.01259307,2:0.01251812,74:0.01144371,3:0.01136875]
20260	[66:0.01851482,1:0.01501674,76:0.01369247,69:0.01366748,5:0.01279296,0:0.01274299,75:0.01259307,2:0.01251812,74:0.01144371,3:0.01136875]
20261	[66:0.01851482,1:0.01501674,76:0.01369247,69:0.01366748,5:0.01279296,0:0.01274299,75:0.01259307,2:0.01251812,74:0.01144371,3:0.01136875]
20262	[66:0.01851482,1:0.01501674,76:0.01369247,69:0.01366748,5:0.01279296,0:0.01274299,75:0.01259307,2:0.01251812,74:0.01144371,3:0.01136875]
20263	[66:0.01851482,1:0.01501674,76:0.01369247,69:0.01366748,5:0.01279296,0:0.01274299,75:0.01259307,2:0.01251812,74:0.01144371,3:0.01136875]
20264	[66:0.01851482,1:0.01501674,76:0.01369247,69:0.01366748,5:0.01279296,0:0.01274299,75:0.01259307,2:0.01251812,74:0.01144371,3:0.01136875]
20265	[66:0.01851482,1:0.01501674,76:0.01369247,69:0.01366748,5:0.01279296,0:0.01274299,75:0.01259307,2:0.01251812,74:0.01144371,3:0.01136875]
431	[53:0.005896757,26:0.004847334,68:0.002898406,85:0.002573584,16:0.002148818,231:0.002073859,127:0.002073859,248:0.001724052,320:0.001124382,343:0.0009744641]
433	[5:0.01279296,2:0.01251812,202:0.008720204,55:0.008695218,6:0.008570286,201:0.008045575,113:0.007295987,27:0.007221028,91:0.007071111,115:0.006646344]
4463	[66:0.01851482,1:0.01501674,76:0.01369247,69:0.01366748,5:0.01279296,75:0.01259307,2:0.01251812,74:0.01144371,3:0.01136875,22:0.01131877]
12663	[66:0.01851482,1:0.01501674,76:0.01369247,69:0.01366748,5:0.01279296,0:0.01274299,75:0.01259307,2:0.01251812,74:0.01144371,3:0.01136875]
4501	[76:0.01369247,69:0.01366748,5:0.01279296,75:0.01259307,3:0.01136875,63:0.009569736,79:0.009119984,202:0.008720204,55:0.008695218,9:0.008695218]
4502	[69:0.01366748,5:0.01279296,74:0.01144371,22:0.01131877,10:0.01029434,79:0.009119984,202:0.008720204,9:0.008695218,55:0.008695218,6:0.008570286]
582	[66:0.01851482,1:0.01501674,76:0.01369247,69:0.01366748,5:0.01279296,75:0.01259307,2:0.01251812,3:0.01136875,63:0.009569736,79:0.009119984]
4516	[76:0.01369247,69:0.01366748,2:0.01251812,22:0.01131877,10:0.01029434,63:0.009569736,79:0.009119984,202:0.008720204,55:0.008695218,9:0.008695218]
660	[66:0.01851482,76:0.01369247,69:0.01366748,5:0.01279296,0:0.01274299,2:0.01251812,74:0.01144371,3:0.01136875,22:0.01131877,10:0.01029434]
671	[66:0.01851482,1:0.01501674,76:0.01369247,69:0.01366748,5:0.01279296,0:0.01274299,75:0.01259307,74:0.01144371,3:0.01136875,22:0.01131877]
681	[66:0.01851482,76:0.01369247,69:0.01366748,5:0.01279296,0:0.01274299,75:0.01259307,2:0.01251812,74:0.01144371,3:0.01136875,22:0.01131877]
697	[66:0.01851482,1:0.01501674,76:0.01369247,69:0.01366748,5:0.01279296,0:0.01274299,75:0.01259307,74:0.01144371,3:0.01136875,22:0.01131877]
765	[66:0.01851482,76:0.01369247,5:0.01279296,0:0.01274299,75:0.01259307,2:0.01251812,74:0.01144371,22:0.01131877,10:0.01029434,63:0.009569736]
4809	[66:0.01851482,1:0.01501674,76:0.01369247,69:0.01366748,5:0.01279296,0:0.01274299,75:0.01259307,2:0.01251812,74:0.01144371,3:0.01136875]
12684	[66:0.01851482,76:0.01369247,69:0.01366748,5:0.01279296,0:0.01274299,75:0.01259307,2:0.01251812,74:0.01144371,3:0.01136875,22:0.01131877]
4957	[66:0.01851482,1:0.01501674,76:0.01369247,69:0.01366748,5:0.01279296,0:0.01274299,75:0.01259307,2:0.01251812,74:0.01144371,3:0.01136875]
4993	[66:0.01851482,1:0.01501674,5:0.01279296,75:0.01259307,2:0.01251812,74:0.01144371,22:0.01131877,10:0.01029434,63:0.009569736,79:0.009119984]
5397	[66:0.01851482,1:0.01501674,76:0.01369247,69:0.01366748,5:0.01279296,0:0.01274299,75:0.01259307,2:0.01251812,74:0.01144371,3:0.01136875]
5517	[1:0.01501674,76:0.01369247,69:0.01366748,5:0.01279296,75:0.01259307,2:0.01251812,74:0.01144371,3:0.01136875,22:0.01131877,10:0.01029434]
5518	[66:0.01851482,1:0.01501674,76:0.01369247,69:0.01366748,5:0.01279296,0:0.01274299,75:0.01259307,2:0.01251812,74:0.01144371,3:0.01136875]
5534	[5:0.01279296,202:0.008720204,55:0.008695218,199:0.007995603,84:0.007820698,25:0.00734596,27:0.007221028,91:0.007071111,134:0.006896207,14:0.006621358]
5557	[76:0.01369247,69:0.01366748,5:0.01279296,0:0.01274299,79:0.009119984,199:0.007995603,205:0.007895658,70:0.007420918,77:0.007046124,134:0.006896207]
5559	[66:0.01851482,1:0.01501674,76:0.01369247,5:0.01279296,75:0.01259307,2:0.01251812,74:0.01144371,3:0.01136875,22:0.01131877,10:0.01029434]
20266	[66:0.01851482,1:0.01501674,76:0.01369247,69:0.01366748,5:0.01279296,0:0.01274299,75:0.01259307,2:0.01251812,74:0.01144371,3:0.01136875]
5640	[3:0.01136875,202:0.008720204,19:0.00834541,70:0.007420918,24:0.006971166,82:0.006071661,53:0.005896757,194:0.005097196,26:0.004847334,140:0.004772375]
5713	[66:0.01851482,1:0.01501674,76:0.01369247,69:0.01366748,5:0.01279296,0:0.01274299,75:0.01259307,74:0.01144371,3:0.01136875,22:0.01131877]
5731	[66:0.01851482,1:0.01501674,76:0.01369247,69:0.01366748,5:0.01279296,0:0.01274299,75:0.01259307,2:0.01251812,74:0.01144371,3:0.01136875]
12839	[63:0.009569736,79:0.009119984,202:0.008720204,9:0.008695218,6:0.008570286,19:0.00834541,84:0.007820698,70:0.007420918,25:0.00734596,27:0.007221028]
12940	[66:0.01851482,1:0.01501674,76:0.01369247,69:0.01366748,5:0.01279296,0:0.01274299,75:0.01259307,2:0.01251812,74:0.01144371,3:0.01136875]
12979	[66:0.01851482,1:0.01501674,76:0.01369247,69:0.01366748,5:0.01279296,0:0.01274299,75:0.01259307,2:0.01251812,74:0.01144371,3:0.01136875]
13013	[69:0.01366748,5:0.01279296,0:0.01274299,2:0.01251812,3:0.01136875,22:0.01131877,63:0.009569736,79:0.009119984,202:0.008720204,55:0.008695218]
19970	[1:0.01501674,69:0.01366748,5:0.01279296,2:0.01251812,22:0.01131877,10:0.01029434,63:0.009569736,79:0.009119984,202:0.008720204,55:0.008695218]
13138	[66:0.01851482,1:0.01501674,76:0.01369247,69:0.01366748,5:0.01279296,0:0.01274299,75:0.01259307,74:0.01144371,3:0.01136875,22:0.01131877]
13237	[66:0.01851482,1:0.01501674,76:0.01369247,69:0.01366748,5:0.01279296,0:0.01274299,75:0.01259307,2:0.01251812,74:0.01144371,3:0.01136875]
13280	[1:0.01501674,76:0.01369247,69:0.01366748,5:0.01279296,0:0.01274299,75:0.01259307,2:0.01251812,74:0.01144371,3:0.01136875,22:0.01131877]
17812	[66:0.01851482,1:0.01501674,76:0.01369247,69:0.01366748,5:0.01279296,0:0.01274299,75:0.01259307,2:0.01251812,74:0.01144371,3:0.01136875]
13337	[66:0.01851482,76:0.01369247,69:0.01366748,5:0.01279296,0:0.01274299,2:0.01251812,74:0.01144371,3:0.01136875,22:0.01131877,10:0.01029434]
13386	[66:0.01851482,1:0.01501674,76:0.01369247,69:0.01366748,5:0.01279296,0:0.01274299,75:0.01259307,2:0.01251812,74:0.01144371,3:0.01136875]
13389	[66:0.01851482,1:0.01501674,76:0.01369247,69:0.01366748,5:0.01279296,0:0.01274299,75:0.01259307,74:0.01144371,3:0.01136875,22:0.01131877]
13397	[66:0.01851482,1:0.01501674,69:0.01366748,0:0.01274299,74:0.01144371,3:0.01136875,22:0.01131877,10:0.01029434,63:0.009569736,202:0.008720204]
20267	[66:0.01851482,1:0.01501674,76:0.01369247,69:0.01366748,5:0.01279296,0:0.01274299,75:0.01259307,2:0.01251812,74:0.01144371,3:0.01136875]
20268	[66:0.01851482,1:0.01501674,76:0.01369247,69:0.01366748,5:0.01279296,0:0.01274299,75:0.01259307,2:0.01251812,74:0.01144371,3:0.01136875]
20269	[66:0.01851482,1:0.01501674,76:0.01369247,69:0.01366748,5:0.01279296,0:0.01274299,75:0.01259307,2:0.01251812,74:0.01144371,3:0.01136875]
878	[66:0.01851482,5:0.01279296,0:0.01274299,75:0.01259307,74:0.01144371,3:0.01136875,22:0.01131877,10:0.01029434,79:0.009119984,202:0.008720204]
17285	[66:0.01851482,1:0.01501674,76:0.01369247,69:0.01366748,5:0.01279296,0:0.01274299,75:0.01259307,2:0.01251812,74:0.01144371,3:0.01136875]
20270	[66:0.01851482,1:0.01501674,76:0.01369247,69:0.01366748,5:0.01279296,0:0.01274299,75:0.01259307,2:0.01251812,74:0.01144371,3:0.01136875]
20271	[66:0.01851482,1:0.01501674,76:0.01369247,69:0.01366748,5:0.01279296,0:0.01274299,75:0.01259307,2:0.01251812,74:0.01144371,3:0.01136875]
18953	[1:0.01501674,76:0.01369247,69:0.01366748,5:0.01279296,0:0.01274299,75:0.01259307,2:0.01251812,3:0.01136875,22:0.01131877,10:0.01029434]
20272	[66:0.01851482,1:0.01501674,76:0.01369247,69:0.01366748,5:0.01279296,0:0.01274299,75:0.01259307,2:0.01251812,74:0.01144371,3:0.01136875]
18682	[66:0.01851482,1:0.01501674,76:0.01369247,69:0.01366748,5:0.01279296,0:0.01274299,75:0.01259307,2:0.01251812,74:0.01144371,3:0.01136875]
20273	[66:0.01851482,1:0.01501674,76:0.01369247,69:0.01366748,5:0.01279296,0:0.01274299,75:0.01259307,2:0.01251812,74:0.01144371,3:0.01136875]
20274	[66:0.01851482,1:0.01501674,76:0.01369247,69:0.01366748,5:0.01279296,0:0.01274299,75:0.01259307,2:0.01251812,74:0.01144371,3:0.01136875]
20275	[66:0.01851482,1:0.01501674,76:0.01369247,69:0.01366748,5:0.01279296,0:0.01274299,75:0.01259307,2:0.01251812,74:0.01144371,3:0.01136875]
20276	[66:0.01851482,1:0.01501674,76:0.01369247,69:0.01366748,5:0.01279296,0:0.01274299,75:0.01259307,2:0.01251812,74:0.01144371,3:0.01136875]
19224	[66:0.01851482,76:0.01369247,69:0.01366748,5:0.01279296,0:0.01274299,2:0.01251812,3:0.01136875,22:0.01131877,10:0.01029434,63:0.009569736]
20277	[66:0.01851482,1:0.01501674,76:0.01369247,69:0.01366748,5:0.01279296,0:0.01274299,75:0.01259307,2:0.01251812,74:0.01144371,3:0.01136875]
20278	[66:0.01851482,1:0.01501674,76:0.01369247,69:0.01366748,5:0.01279296,0:0.01274299,75:0.01259307,2:0.01251812,74:0.01144371,3:0.01136875]
20279	[66:0.01851482,1:0.01501674,76:0.01369247,69:0.01366748,5:0.01279296,0:0.01274299,75:0.01259307,2:0.01251812,74:0.01144371,3:0.01136875]
20280	[66:0.01851482,1:0.01501674,76:0.01369247,69:0.01366748,5:0.01279296,0:0.01274299,75:0.01259307,2:0.01251812,74:0.01144371,3:0.01136875]
20281	[66:0.01851482,1:0.01501674,76:0.01369247,69:0.01366748,5:0.01279296,0:0.01274299,75:0.01259307,2:0.01251812,74:0.01144371,3:0.01136875]
20282	[66:0.01851482,1:0.01501674,76:0.01369247,69:0.01366748,5:0.01279296,0:0.01274299,75:0.01259307,2:0.01251812,74:0.01144371,3:0.01136875]
20283	[66:0.01851482,1:0.01501674,76:0.01369247,69:0.01366748,5:0.01279296,0:0.01274299,75:0.01259307,2:0.01251812,74:0.01144371,3:0.01136875]
20284	[66:0.01851482,1:0.01501674,76:0.01369247,69:0.01366748,5:0.01279296,0:0.01274299,75:0.01259307,2:0.01251812,74:0.01144371,3:0.01136875]
20285	[66:0.01851482,1:0.01501674,76:0.01369247,69:0.01366748,5:0.01279296,0:0.01274299,75:0.01259307,2:0.01251812,74:0.01144371,3:0.01136875]
18695	[66:0.01851482,1:0.01501674,76:0.01369247,69:0.01366748,5:0.01279296,0:0.01274299,75:0.01259307,2:0.01251812,74:0.01144371,3:0.01136875]
20286	[66:0.01851482,1:0.01501674,76:0.01369247,69:0.01366748,5:0.01279296,0:0.01274299,75:0.01259307,2:0.01251812,74:0.01144371,3:0.01136875]
20287	[66:0.01851482,1:0.01501674,76:0.01369247,69:0.01366748,5:0.01279296,0:0.01274299,75:0.01259307,2:0.01251812,74:0.01144371,3:0.01136875]
20288	[66:0.01851482,1:0.01501674,76:0.01369247,69:0.01366748,5:0.01279296,0:0.01274299,75:0.01259307,2:0.01251812,74:0.01144371,3:0.01136875]
